"StateFIPS","State","CensusTract","Census Tract","Year","Value","Data Comment",,"Distance to Parks"
"37","North Carolina","37101041505","Johnston County, NC - 37101041505","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37101041506","Johnston County, NC - 37101041506","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37101041506","Johnston County, NC - 37101041506","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37101041507","Johnston County, NC - 37101041507","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37101041507","Johnston County, NC - 37101041507","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37101041508","Johnston County, NC - 37101041508","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37101041508","Johnston County, NC - 37101041508","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37101041509","Johnston County, NC - 37101041509","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37101041509","Johnston County, NC - 37101041509","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37101041510","Johnston County, NC - 37101041510","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37101041510","Johnston County, NC - 37101041510","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37101041511","Johnston County, NC - 37101041511","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37101041511","Johnston County, NC - 37101041511","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37103920100","Jones County, NC - 37103920100","2020","84.2%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37103920100","Jones County, NC - 37103920100","2020","88.6%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37103920200","Jones County, NC - 37103920200","2020","1.7%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37103920200","Jones County, NC - 37103920200","2020","3.8%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37103920300","Jones County, NC - 37103920300","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37103920300","Jones County, NC - 37103920300","2020","0.2%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37105030101","Lee County, NC - 37105030101","2020","48.7%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37105030101","Lee County, NC - 37105030101","2020","76.8%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37105030102","Lee County, NC - 37105030102","2020","8.7%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37105030102","Lee County, NC - 37105030102","2020","30.9%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37105030200","Lee County, NC - 37105030200","2020","78.3%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37105030200","Lee County, NC - 37105030200","2020","95.1%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37105030300","Lee County, NC - 37105030300","2020","79.2%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37105030300","Lee County, NC - 37105030300","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37105030401","Lee County, NC - 37105030401","2020","24.1%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37105030401","Lee County, NC - 37105030401","2020","60.2%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37105030402","Lee County, NC - 37105030402","2020","35.5%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37105030402","Lee County, NC - 37105030402","2020","81.7%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37105030502","Lee County, NC - 37105030502","2020","11.3%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37105030502","Lee County, NC - 37105030502","2020","32.2%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37105030504","Lee County, NC - 37105030504","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37105030504","Lee County, NC - 37105030504","2020","0.3%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37105030505","Lee County, NC - 37105030505","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37105030505","Lee County, NC - 37105030505","2020","0.2%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37105030506","Lee County, NC - 37105030506","2020","1.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37105030506","Lee County, NC - 37105030506","2020","14.1%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37105030507","Lee County, NC - 37105030507","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37105030507","Lee County, NC - 37105030507","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37105030601","Lee County, NC - 37105030601","2020","11.1%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37105030601","Lee County, NC - 37105030601","2020","23.7%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37105030602","Lee County, NC - 37105030602","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37105030602","Lee County, NC - 37105030602","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37105030702","Lee County, NC - 37105030702","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37105030702","Lee County, NC - 37105030702","2020","0.3%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37105030703","Lee County, NC - 37105030703","2020","19.9%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37105030703","Lee County, NC - 37105030703","2020","34.8%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37105030704","Lee County, NC - 37105030704","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37105030704","Lee County, NC - 37105030704","2020","1.3%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37107010100","Lenoir County, NC - 37107010100","2020","0.6%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37107010100","Lenoir County, NC - 37107010100","2020","2.7%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37107010200","Lenoir County, NC - 37107010200","2020","18.9%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37107010200","Lenoir County, NC - 37107010200","2020","44.6%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37107010300","Lenoir County, NC - 37107010300","2020","43.5%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37107010300","Lenoir County, NC - 37107010300","2020","90.5%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37107010400","Lenoir County, NC - 37107010400","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37107010400","Lenoir County, NC - 37107010400","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37107010500","Lenoir County, NC - 37107010500","2020","34.6%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37107010500","Lenoir County, NC - 37107010500","2020","73.5%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37107010600","Lenoir County, NC - 37107010600","2020","77.2%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37107010600","Lenoir County, NC - 37107010600","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37107010700","Lenoir County, NC - 37107010700","2020","96.8%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37107010700","Lenoir County, NC - 37107010700","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37107010800","Lenoir County, NC - 37107010800","2020","17.9%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37107010800","Lenoir County, NC - 37107010800","2020","51.5%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37107010900","Lenoir County, NC - 37107010900","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37107010900","Lenoir County, NC - 37107010900","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37107011001","Lenoir County, NC - 37107011001","2020","8.1%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37107011001","Lenoir County, NC - 37107011001","2020","19.9%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37107011002","Lenoir County, NC - 37107011002","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37107011002","Lenoir County, NC - 37107011002","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37107011100","Lenoir County, NC - 37107011100","2020","2.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37107011100","Lenoir County, NC - 37107011100","2020","7.4%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37107011201","Lenoir County, NC - 37107011201","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37107011201","Lenoir County, NC - 37107011201","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37107011202","Lenoir County, NC - 37107011202","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37107011202","Lenoir County, NC - 37107011202","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37107011301","Lenoir County, NC - 37107011301","2020","0.9%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37107011301","Lenoir County, NC - 37107011301","2020","6.1%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37107011302","Lenoir County, NC - 37107011302","2020","2.7%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37107011302","Lenoir County, NC - 37107011302","2020","7.7%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37107011400","Lenoir County, NC - 37107011400","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37107011400","Lenoir County, NC - 37107011400","2020","0.3%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37109070100","Lincoln County, NC - 37109070100","2020","41.1%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37109070100","Lincoln County, NC - 37109070100","2020","90.9%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37109070201","Lincoln County, NC - 37109070201","2020","30.6%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37109070201","Lincoln County, NC - 37109070201","2020","76.5%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37109070202","Lincoln County, NC - 37109070202","2020","4.1%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37109070202","Lincoln County, NC - 37109070202","2020","22.1%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37109070300","Lincoln County, NC - 37109070300","2020","0.1%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37109070300","Lincoln County, NC - 37109070300","2020","10.2%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37109070400","Lincoln County, NC - 37109070400","2020","3.5%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37109070400","Lincoln County, NC - 37109070400","2020","10.4%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37109070500","Lincoln County, NC - 37109070500","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37109070500","Lincoln County, NC - 37109070500","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37109070600","Lincoln County, NC - 37109070600","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37109070600","Lincoln County, NC - 37109070600","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37109070700","Lincoln County, NC - 37109070700","2020","0.3%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37109070700","Lincoln County, NC - 37109070700","2020","1.9%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37109070800","Lincoln County, NC - 37109070800","2020","5.4%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37109070800","Lincoln County, NC - 37109070800","2020","12.7%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37109070901","Lincoln County, NC - 37109070901","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37109070901","Lincoln County, NC - 37109070901","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37109070902","Lincoln County, NC - 37109070902","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37109070902","Lincoln County, NC - 37109070902","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37109071001","Lincoln County, NC - 37109071001","2020","0.1%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37109071001","Lincoln County, NC - 37109071001","2020","2.5%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37109071002","Lincoln County, NC - 37109071002","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37109071002","Lincoln County, NC - 37109071002","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37109071101","Lincoln County, NC - 37109071101","2020","2.9%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37109071101","Lincoln County, NC - 37109071101","2020","8.9%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37109071102","Lincoln County, NC - 37109071102","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37109071102","Lincoln County, NC - 37109071102","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37109071201","Lincoln County, NC - 37109071201","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37109071201","Lincoln County, NC - 37109071201","2020","5.4%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37109071202","Lincoln County, NC - 37109071202","2020","0.1%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37109071202","Lincoln County, NC - 37109071202","2020","9.4%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37109071203","Lincoln County, NC - 37109071203","2020","4.5%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37109071203","Lincoln County, NC - 37109071203","2020","17.3%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37113970100","Macon County, NC - 37113970100","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37113970100","Macon County, NC - 37113970100","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37113970200","Macon County, NC - 37113970200","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37113970200","Macon County, NC - 37113970200","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37113970302","Macon County, NC - 37113970302","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37113970302","Macon County, NC - 37113970302","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37113970303","Macon County, NC - 37113970303","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37113970303","Macon County, NC - 37113970303","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37113970304","Macon County, NC - 37113970304","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37113970304","Macon County, NC - 37113970304","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37113970400","Macon County, NC - 37113970400","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37113970400","Macon County, NC - 37113970400","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37113970501","Macon County, NC - 37113970501","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37113970501","Macon County, NC - 37113970501","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37113970502","Macon County, NC - 37113970502","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37113970502","Macon County, NC - 37113970502","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37113970600","Macon County, NC - 37113970600","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37113970600","Macon County, NC - 37113970600","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37113970700","Macon County, NC - 37113970700","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37113970700","Macon County, NC - 37113970700","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37115010100","Madison County, NC - 37115010100","2020","91.3%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37115010100","Madison County, NC - 37115010100","2020","95.9%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37115010200","Madison County, NC - 37115010200","2020","93.3%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37115010200","Madison County, NC - 37115010200","2020","95.9%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37115010400","Madison County, NC - 37115010400","2020","22.8%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37115010400","Madison County, NC - 37115010400","2020","33.9%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37115010500","Madison County, NC - 37115010500","2020","8.4%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37115010500","Madison County, NC - 37115010500","2020","14.6%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37115010601","Madison County, NC - 37115010601","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37115010601","Madison County, NC - 37115010601","2020","3.4%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37115010602","Madison County, NC - 37115010602","2020","2.9%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37115010602","Madison County, NC - 37115010602","2020","6.3%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37115010700","Madison County, NC - 37115010700","2020","15.1%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37115010700","Madison County, NC - 37115010700","2020","31.5%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37117970100","Martin County, NC - 37117970100","2020","2.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37117970100","Martin County, NC - 37117970100","2020","5.8%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37117970200","Martin County, NC - 37117970200","2020","14.4%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37117970200","Martin County, NC - 37117970200","2020","32.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37117970300","Martin County, NC - 37117970300","2020","13.3%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37117970300","Martin County, NC - 37117970300","2020","31.4%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37117970400","Martin County, NC - 37117970400","2020","6.1%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37117970400","Martin County, NC - 37117970400","2020","12.5%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37117970500","Martin County, NC - 37117970500","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37117970500","Martin County, NC - 37117970500","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37117970600","Martin County, NC - 37117970600","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37117970600","Martin County, NC - 37117970600","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37111970101","McDowell County, NC - 37111970101","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37111970101","McDowell County, NC - 37111970101","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37111970102","McDowell County, NC - 37111970102","2020","99.5%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37111970102","McDowell County, NC - 37111970102","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37111970200","McDowell County, NC - 37111970200","2020","25.1%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37111970200","McDowell County, NC - 37111970200","2020","57.4%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37111970300","McDowell County, NC - 37111970300","2020","35.8%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37111970300","McDowell County, NC - 37111970300","2020","87.8%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37111970400","McDowell County, NC - 37111970400","2020","68.5%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37111970400","McDowell County, NC - 37111970400","2020","98.2%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37111970500","McDowell County, NC - 37111970500","2020","14.6%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37111970500","McDowell County, NC - 37111970500","2020","31.9%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37111970600","McDowell County, NC - 37111970600","2020","11.3%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37111970600","McDowell County, NC - 37111970600","2020","34.5%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37111970700","McDowell County, NC - 37111970700","2020","95.2%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37111970700","McDowell County, NC - 37111970700","2020","98.2%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37111970800","McDowell County, NC - 37111970800","2020","15.3%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37111970800","McDowell County, NC - 37111970800","2020","24.3%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37111970902","McDowell County, NC - 37111970902","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37111970902","McDowell County, NC - 37111970902","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37111970903","McDowell County, NC - 37111970903","2020","3.4%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37111970903","McDowell County, NC - 37111970903","2020","8.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37111970904","McDowell County, NC - 37111970904","2020","11.4%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37111970904","McDowell County, NC - 37111970904","2020","22.1%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37119000101","Mecklenburg County, NC - 37119000101","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37119000101","Mecklenburg County, NC - 37119000101","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37119000102","Mecklenburg County, NC - 37119000102","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37119000102","Mecklenburg County, NC - 37119000102","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37119000103","Mecklenburg County, NC - 37119000103","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37119000103","Mecklenburg County, NC - 37119000103","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37119000104","Mecklenburg County, NC - 37119000104","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37119000104","Mecklenburg County, NC - 37119000104","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37119000301","Mecklenburg County, NC - 37119000301","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37119000301","Mecklenburg County, NC - 37119000301","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37119000302","Mecklenburg County, NC - 37119000302","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37119000302","Mecklenburg County, NC - 37119000302","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37119000401","Mecklenburg County, NC - 37119000401","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37119000401","Mecklenburg County, NC - 37119000401","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37119000402","Mecklenburg County, NC - 37119000402","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37119000402","Mecklenburg County, NC - 37119000402","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37119000501","Mecklenburg County, NC - 37119000501","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37119000501","Mecklenburg County, NC - 37119000501","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37119000502","Mecklenburg County, NC - 37119000502","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37119000502","Mecklenburg County, NC - 37119000502","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37119000503","Mecklenburg County, NC - 37119000503","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37119000503","Mecklenburg County, NC - 37119000503","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37119000600","Mecklenburg County, NC - 37119000600","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37119000600","Mecklenburg County, NC - 37119000600","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37119000700","Mecklenburg County, NC - 37119000700","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37119000700","Mecklenburg County, NC - 37119000700","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37119000800","Mecklenburg County, NC - 37119000800","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37119000800","Mecklenburg County, NC - 37119000800","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37119000900","Mecklenburg County, NC - 37119000900","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37119000900","Mecklenburg County, NC - 37119000900","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37119001000","Mecklenburg County, NC - 37119001000","2020","94.2%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37119001000","Mecklenburg County, NC - 37119001000","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37119001100","Mecklenburg County, NC - 37119001100","2020","99.3%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37119001100","Mecklenburg County, NC - 37119001100","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37119001200","Mecklenburg County, NC - 37119001200","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37119001200","Mecklenburg County, NC - 37119001200","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37119001300","Mecklenburg County, NC - 37119001300","2020","99.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37119001300","Mecklenburg County, NC - 37119001300","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37119001400","Mecklenburg County, NC - 37119001400","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37119001400","Mecklenburg County, NC - 37119001400","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37119001504","Mecklenburg County, NC - 37119001504","2020","91.2%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37119001504","Mecklenburg County, NC - 37119001504","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37119001505","Mecklenburg County, NC - 37119001505","2020","68.9%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37119001505","Mecklenburg County, NC - 37119001505","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37119001507","Mecklenburg County, NC - 37119001507","2020","79.2%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37119001507","Mecklenburg County, NC - 37119001507","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37119001508","Mecklenburg County, NC - 37119001508","2020","76.9%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37119001508","Mecklenburg County, NC - 37119001508","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37119001509","Mecklenburg County, NC - 37119001509","2020","93.6%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37119001509","Mecklenburg County, NC - 37119001509","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37119001510","Mecklenburg County, NC - 37119001510","2020","70.1%","",,"Distance to Parks: 1/2 Mile"
