"StateFIPS","State","CensusTract","Census Tract","Year","Value","Data Comment",,"Distance to Parks"
"37","North Carolina","37037020803","Chatham County, NC - 37037020803","2020","54.1%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37037020803","Chatham County, NC - 37037020803","2020","70.9%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37039930101","Cherokee County, NC - 37039930101","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37039930101","Cherokee County, NC - 37039930101","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37039930102","Cherokee County, NC - 37039930102","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37039930102","Cherokee County, NC - 37039930102","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37039930200","Cherokee County, NC - 37039930200","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37039930200","Cherokee County, NC - 37039930200","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37039930300","Cherokee County, NC - 37039930300","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37039930300","Cherokee County, NC - 37039930300","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37039930401","Cherokee County, NC - 37039930401","2020","90.5%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37039930401","Cherokee County, NC - 37039930401","2020","97.2%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37039930402","Cherokee County, NC - 37039930402","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37039930402","Cherokee County, NC - 37039930402","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37039930501","Cherokee County, NC - 37039930501","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37039930501","Cherokee County, NC - 37039930501","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37039930502","Cherokee County, NC - 37039930502","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37039930502","Cherokee County, NC - 37039930502","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37039930603","Cherokee County, NC - 37039930603","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37039930603","Cherokee County, NC - 37039930603","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37039930604","Cherokee County, NC - 37039930604","2020","84.6%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37039930604","Cherokee County, NC - 37039930604","2020","97.2%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37039930605","Cherokee County, NC - 37039930605","2020","49.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37039930605","Cherokee County, NC - 37039930605","2020","71.9%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37039930606","Cherokee County, NC - 37039930606","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37039930606","Cherokee County, NC - 37039930606","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37041930101","Chowan County, NC - 37041930101","2020","31.7%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37041930101","Chowan County, NC - 37041930101","2020","68.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37041930102","Chowan County, NC - 37041930102","2020","0.3%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37041930102","Chowan County, NC - 37041930102","2020","1.4%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37041930201","Chowan County, NC - 37041930201","2020","0.6%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37041930201","Chowan County, NC - 37041930201","2020","2.2%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37041930202","Chowan County, NC - 37041930202","2020","2.2%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37041930202","Chowan County, NC - 37041930202","2020","7.7%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37043950101","Clay County, NC - 37043950101","2020","93.6%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37043950101","Clay County, NC - 37043950101","2020","99.8%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37043950102","Clay County, NC - 37043950102","2020","99.5%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37043950102","Clay County, NC - 37043950102","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37043950201","Clay County, NC - 37043950201","2020","7.9%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37043950201","Clay County, NC - 37043950201","2020","20.9%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37043950202","Clay County, NC - 37043950202","2020","48.5%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37043950202","Clay County, NC - 37043950202","2020","70.6%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37045950101","Cleveland County, NC - 37045950101","2020","12.8%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37045950101","Cleveland County, NC - 37045950101","2020","17.3%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37045950102","Cleveland County, NC - 37045950102","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37045950102","Cleveland County, NC - 37045950102","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37045950200","Cleveland County, NC - 37045950200","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37045950200","Cleveland County, NC - 37045950200","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37045950301","Cleveland County, NC - 37045950301","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37045950301","Cleveland County, NC - 37045950301","2020","1.3%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37045950302","Cleveland County, NC - 37045950302","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37045950302","Cleveland County, NC - 37045950302","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37045950400","Cleveland County, NC - 37045950400","2020","3.1%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37045950400","Cleveland County, NC - 37045950400","2020","18.6%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37045950500","Cleveland County, NC - 37045950500","2020","25.4%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37045950500","Cleveland County, NC - 37045950500","2020","46.9%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37045950601","Cleveland County, NC - 37045950601","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37045950601","Cleveland County, NC - 37045950601","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37045950603","Cleveland County, NC - 37045950603","2020","32.9%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37045950603","Cleveland County, NC - 37045950603","2020","48.9%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37045950604","Cleveland County, NC - 37045950604","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37045950604","Cleveland County, NC - 37045950604","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37045950701","Cleveland County, NC - 37045950701","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37045950701","Cleveland County, NC - 37045950701","2020","0.1%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37045950702","Cleveland County, NC - 37045950702","2020","22.3%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37045950702","Cleveland County, NC - 37045950702","2020","39.2%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37045950800","Cleveland County, NC - 37045950800","2020","6.9%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37045950800","Cleveland County, NC - 37045950800","2020","19.1%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37045950900","Cleveland County, NC - 37045950900","2020","47.1%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37045950900","Cleveland County, NC - 37045950900","2020","96.5%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37045951000","Cleveland County, NC - 37045951000","2020","66.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37045951000","Cleveland County, NC - 37045951000","2020","97.8%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37045951100","Cleveland County, NC - 37045951100","2020","98.6%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37045951100","Cleveland County, NC - 37045951100","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37045951200","Cleveland County, NC - 37045951200","2020","33.5%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37045951200","Cleveland County, NC - 37045951200","2020","61.5%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37045951300","Cleveland County, NC - 37045951300","2020","1.7%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37045951300","Cleveland County, NC - 37045951300","2020","7.2%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37045951400","Cleveland County, NC - 37045951400","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37045951400","Cleveland County, NC - 37045951400","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37045951501","Cleveland County, NC - 37045951501","2020","4.8%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37045951501","Cleveland County, NC - 37045951501","2020","18.2%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37045951502","Cleveland County, NC - 37045951502","2020","18.7%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37045951502","Cleveland County, NC - 37045951502","2020","32.2%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37045951503","Cleveland County, NC - 37045951503","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37045951503","Cleveland County, NC - 37045951503","2020","10.5%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37045951601","Cleveland County, NC - 37045951601","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37045951601","Cleveland County, NC - 37045951601","2020","1.1%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37045951602","Cleveland County, NC - 37045951602","2020","6.4%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37045951602","Cleveland County, NC - 37045951602","2020","27.2%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37047930100","Columbus County, NC - 37047930100","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37047930100","Columbus County, NC - 37047930100","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37047930200","Columbus County, NC - 37047930200","2020","13.9%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37047930200","Columbus County, NC - 37047930200","2020","20.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37047930300","Columbus County, NC - 37047930300","2020","48.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37047930300","Columbus County, NC - 37047930300","2020","66.5%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37047930400","Columbus County, NC - 37047930400","2020","3.7%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37047930400","Columbus County, NC - 37047930400","2020","8.2%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37047930500","Columbus County, NC - 37047930500","2020","9.9%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37047930500","Columbus County, NC - 37047930500","2020","15.1%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37047930600","Columbus County, NC - 37047930600","2020","0.3%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37047930600","Columbus County, NC - 37047930600","2020","1.5%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37047930700","Columbus County, NC - 37047930700","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37047930700","Columbus County, NC - 37047930700","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37047930800","Columbus County, NC - 37047930800","2020","4.9%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37047930800","Columbus County, NC - 37047930800","2020","16.4%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37047930900","Columbus County, NC - 37047930900","2020","19.4%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37047930900","Columbus County, NC - 37047930900","2020","35.3%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37047931000","Columbus County, NC - 37047931000","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37047931000","Columbus County, NC - 37047931000","2020","1.4%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37047931100","Columbus County, NC - 37047931100","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37047931100","Columbus County, NC - 37047931100","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37047931201","Columbus County, NC - 37047931201","2020","3.3%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37047931201","Columbus County, NC - 37047931201","2020","11.6%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37047931202","Columbus County, NC - 37047931202","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37047931202","Columbus County, NC - 37047931202","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37047931301","Columbus County, NC - 37047931301","2020","2.8%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37047931301","Columbus County, NC - 37047931301","2020","8.3%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37047931302","Columbus County, NC - 37047931302","2020","16.6%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37047931302","Columbus County, NC - 37047931302","2020","25.6%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37049960101","Craven County, NC - 37049960101","2020","72.1%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37049960101","Craven County, NC - 37049960101","2020","91.7%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37049960102","Craven County, NC - 37049960102","2020","1.3%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37049960102","Craven County, NC - 37049960102","2020","5.5%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37049960201","Craven County, NC - 37049960201","2020","8.4%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37049960201","Craven County, NC - 37049960201","2020","19.2%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37049960202","Craven County, NC - 37049960202","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37049960202","Craven County, NC - 37049960202","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37049960301","Craven County, NC - 37049960301","2020","6.8%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37049960301","Craven County, NC - 37049960301","2020","11.9%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37049960302","Craven County, NC - 37049960302","2020","1.4%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37049960302","Craven County, NC - 37049960302","2020","4.3%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37049960401","Craven County, NC - 37049960401","2020","7.1%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37049960401","Craven County, NC - 37049960401","2020","21.3%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37049960402","Craven County, NC - 37049960402","2020","20.7%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37049960402","Craven County, NC - 37049960402","2020","87.5%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37049960403","Craven County, NC - 37049960403","2020","66.4%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37049960403","Craven County, NC - 37049960403","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37049960404","Craven County, NC - 37049960404","2020","72.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37049960404","Craven County, NC - 37049960404","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37049960501","Craven County, NC - 37049960501","2020","0.5%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37049960501","Craven County, NC - 37049960501","2020","6.2%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37049960502","Craven County, NC - 37049960502","2020","11.9%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37049960502","Craven County, NC - 37049960502","2020","23.1%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37049960600","Craven County, NC - 37049960600","2020","55.4%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37049960600","Craven County, NC - 37049960600","2020","99.5%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37049960700","Craven County, NC - 37049960700","2020","52.9%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37049960700","Craven County, NC - 37049960700","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37049960800","Craven County, NC - 37049960800","2020","96.5%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37049960800","Craven County, NC - 37049960800","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37049960900","Craven County, NC - 37049960900","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37049960900","Craven County, NC - 37049960900","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37049961002","Craven County, NC - 37049961002","2020","10.6%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37049961002","Craven County, NC - 37049961002","2020","38.8%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37049961003","Craven County, NC - 37049961003","2020","70.3%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37049961003","Craven County, NC - 37049961003","2020","94.3%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37049961004","Craven County, NC - 37049961004","2020","98.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37049961004","Craven County, NC - 37049961004","2020","99.5%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37049961101","Craven County, NC - 37049961101","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37049961101","Craven County, NC - 37049961101","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37049961102","Craven County, NC - 37049961102","2020","99.5%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37049961102","Craven County, NC - 37049961102","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37049961201","Craven County, NC - 37049961201","2020","37.3%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37049961201","Craven County, NC - 37049961201","2020","79.6%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37049961202","Craven County, NC - 37049961202","2020","21.3%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37049961202","Craven County, NC - 37049961202","2020","44.3%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37049961301","Craven County, NC - 37049961301","2020","98.2%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37049961301","Craven County, NC - 37049961301","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37049961302","Craven County, NC - 37049961302","2020","99.9%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37049961302","Craven County, NC - 37049961302","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37049961303","Craven County, NC - 37049961303","2020","51.1%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37049961303","Craven County, NC - 37049961303","2020","57.8%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051000200","Cumberland County, NC - 37051000200","2020","66.5%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051000200","Cumberland County, NC - 37051000200","2020","98.9%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051000500","Cumberland County, NC - 37051000500","2020","43.3%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051000500","Cumberland County, NC - 37051000500","2020","88.9%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051000600","Cumberland County, NC - 37051000600","2020","43.8%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051000600","Cumberland County, NC - 37051000600","2020","93.6%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051000701","Cumberland County, NC - 37051000701","2020","27.5%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051000701","Cumberland County, NC - 37051000701","2020","60.5%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051000702","Cumberland County, NC - 37051000702","2020","93.5%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051000702","Cumberland County, NC - 37051000702","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051000800","Cumberland County, NC - 37051000800","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051000800","Cumberland County, NC - 37051000800","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051000900","Cumberland County, NC - 37051000900","2020","98.8%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051000900","Cumberland County, NC - 37051000900","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051001000","Cumberland County, NC - 37051001000","2020","95.6%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051001000","Cumberland County, NC - 37051001000","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051001100","Cumberland County, NC - 37051001100","2020","43.6%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051001100","Cumberland County, NC - 37051001100","2020","92.8%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051001200","Cumberland County, NC - 37051001200","2020","71.3%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051001200","Cumberland County, NC - 37051001200","2020","97.5%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051001401","Cumberland County, NC - 37051001401","2020","5.8%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051001401","Cumberland County, NC - 37051001401","2020","14.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051001402","Cumberland County, NC - 37051001402","2020","20.5%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051001402","Cumberland County, NC - 37051001402","2020","54.7%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051001500","Cumberland County, NC - 37051001500","2020","8.5%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051001500","Cumberland County, NC - 37051001500","2020","23.9%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051001603","Cumberland County, NC - 37051001603","2020","6.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051001603","Cumberland County, NC - 37051001603","2020","27.3%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051001604","Cumberland County, NC - 37051001604","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051001604","Cumberland County, NC - 37051001604","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051001605","Cumberland County, NC - 37051001605","2020","60.4%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051001605","Cumberland County, NC - 37051001605","2020","94.7%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051001606","Cumberland County, NC - 37051001606","2020","16.6%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051001606","Cumberland County, NC - 37051001606","2020","60.3%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051001701","Cumberland County, NC - 37051001701","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051001701","Cumberland County, NC - 37051001701","2020","1.1%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051001702","Cumberland County, NC - 37051001702","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051001702","Cumberland County, NC - 37051001702","2020","4.2%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051001800","Cumberland County, NC - 37051001800","2020","0.1%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051001800","Cumberland County, NC - 37051001800","2020","38.8%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051001901","Cumberland County, NC - 37051001901","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051001901","Cumberland County, NC - 37051001901","2020","10.9%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051001902","Cumberland County, NC - 37051001902","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051001902","Cumberland County, NC - 37051001902","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051001903","Cumberland County, NC - 37051001903","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051001903","Cumberland County, NC - 37051001903","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051002001","Cumberland County, NC - 37051002001","2020","9.5%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051002001","Cumberland County, NC - 37051002001","2020","42.7%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051002002","Cumberland County, NC - 37051002002","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051002002","Cumberland County, NC - 37051002002","2020","0.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051002100","Cumberland County, NC - 37051002100","2020","39.7%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051002100","Cumberland County, NC - 37051002100","2020","98.2%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051002200","Cumberland County, NC - 37051002200","2020","16.5%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051002200","Cumberland County, NC - 37051002200","2020","73.3%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051002301","Cumberland County, NC - 37051002301","2020","92.9%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051002301","Cumberland County, NC - 37051002301","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051002302","Cumberland County, NC - 37051002302","2020","99.1%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051002302","Cumberland County, NC - 37051002302","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051002401","Cumberland County, NC - 37051002401","2020","100.0%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051002401","Cumberland County, NC - 37051002401","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051002402","Cumberland County, NC - 37051002402","2020","41.2%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051002402","Cumberland County, NC - 37051002402","2020","100.0%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051002501","Cumberland County, NC - 37051002501","2020","34.4%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051002501","Cumberland County, NC - 37051002501","2020","92.8%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051002503","Cumberland County, NC - 37051002503","2020","7.1%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051002503","Cumberland County, NC - 37051002503","2020","57.7%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051002504","Cumberland County, NC - 37051002504","2020","49.4%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051002504","Cumberland County, NC - 37051002504","2020","81.5%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051002505","Cumberland County, NC - 37051002505","2020","9.5%","",,"Distance to Parks: 1/2 Mile"
"37","North Carolina","37051002505","Cumberland County, NC - 37051002505","2020","37.9%","",,"Distance to Parks: 1 Mile"
"37","North Carolina","37051002506","Cumberland County, NC - 37051002506","2020","0.0%","",,"Distance to Parks: 1/2 Mile"
